account_id,account_name,account_type,region,created_date,status,contact_email,contact_phone
ACC00249,Cedar Logistics 0249,Consumer,North,11/05/2023,Active,contact00249@exampletelco.co.uk,07784339122
ACC00250,Oak Telecom 0250,SME,East,26/03/2023,Ceased,contact00250@exampletelco.co.uk,07138132218
ACC00251,Cedar Council 0251,Enterprise,Wales,06/09/2023,Active,contact00251@exampletelco.co.uk,07123159220
ACC00252,Metro Finance 0252,Public Sector,Wales,16/08/2025,Active,contact00252@exampletelco.co.uk,07792042233
ACC00253,Vista Health 0253,SME,North,27/11/2023,Active,contact00253@exampletelco.co.uk,07166270423
ACC00254,Orion Finance 0254,Retail,Midlands,04/03/2023,Active,contact00254@exampletelco.co.uk,07521839964
ACC00255,Metro Logistics 0255,Retail,North,19/10/2024,Inactive,contact00255@exampletelco.co.uk,07473387844
ACC00256,Zenith Logistics 0256,Retail,West,18/01/2026,Active,contact00256@exampletelco.co.uk,07584437388
ACC00257,Zenith Media 0257,SME,Midlands,06/10/2025,Active,contact00257@exampletelco.co.uk,07696264074
ACC00258,Metro Health 0258,SME,London,23/08/2023,Active,contact00258@exampletelco.co.uk,07578294208
ACC00259,Bluepeak Health 0259,Consumer,Scotland,19/05/2025,Inactive,contact00259@exampletelco.co.uk,07977466794
ACC00260,Metro Retail 0260,Enterprise,East,21/11/2025,Active,contact00260@exampletelco.co.uk,07439765537
ACC00261,Zenith Energy 0261,Consumer,East,18/11/2024,Active,contact00261@exampletelco.co.uk,07177458998
ACC00262,Bluepeak Telecom 0262,Retail,Wales,23/02/2025,Active,contact00262@exampletelco.co.uk,07881555596
ACC00263,Bluepeak Retail 0263,Public Sector,East,10/07/2025,Active,contact00263@exampletelco.co.uk,07236508280
ACC00264,Orion Finance 0264,Consumer,London,01/01/2023,Active,contact00264@exampletelco.co.uk,07880943795
ACC00265,Orion Council 0265,Wholesale,Scotland,03/06/2025,Active,contact00265@exampletelco.co.uk,07927203227
ACC00266,Vista Retail 0266,Enterprise,London,28/09/2023,Active,contact00266@exampletelco.co.uk,07242903237
ACC00267,Oak Health 0267,Consumer,Wales,19/04/2025,Active,contact00267@exampletelco.co.uk,07801685016
ACC00268,Vista Health 0268,SME,West,08/11/2025,Active,contact00268@exampletelco.co.uk,07720509776
ACC00269,Horizon Health 0269,Public Sector,Midlands,06/02/2025,Active,contact00269@exampletelco.co.uk,07116711438
ACC00270,Bluepeak Energy 0270,Enterprise,West,20/11/2023,Active,contact00270@exampletelco.co.uk,07162737565
ACC00271,Kaya Media 0271,Consumer,Midlands,07/06/2023,Active,contact00271@exampletelco.co.uk,07969397047
ACC00272,Aster Media 0272,SME,Wales,21/12/2023,Active,contact00272@exampletelco.co.uk,07970035461
ACC00273,Kaya Finance 0273,SME,London,26/09/2023,Active,contact00273@exampletelco.co.uk,07272442542
ACC00274,Metro Health 0274,Enterprise,Scotland,11/10/2025,Active,contact00274@exampletelco.co.uk,07670125169
ACC00275,Cedar Health 0275,Enterprise,London,12/01/2024,Active,contact00275@exampletelco.co.uk,07328353729
ACC00276,Zenith Council 0276,Consumer,London,07/05/2023,Active,contact00276@exampletelco.co.uk,07224820984
ACC00277,Cedar Media 0277,Public Sector,West,15/09/2023,Active,contact00277@exampletelco.co.uk,07135156895
ACC00278,Cedar Logistics 0278,Enterprise,South,05/01/2026,Active,contact00278@exampletelco.co.uk,07375237136
ACC00279,Orion Retail 0279,Public Sector,West,09/11/2023,Active,contact00279@exampletelco.co.uk,07618428205
ACC00280,Zenith Retail 0280,Wholesale,Scotland,08/03/2023,Active,contact00280@exampletelco.co.uk,07614771492
ACC00281,Cedar Telecom 0281,Public Sector,Wales,17/10/2023,Ceased,contact00281@exampletelco.co.uk,07463456191
ACC00282,Vista Council 0282,Enterprise,Scotland,07/09/2025,Active,contact00282@exampletelco.co.uk,07626009036
ACC00283,Cedar Retail 0283,Enterprise,South,08/01/2026,Active,contact00283@exampletelco.co.uk,07367507204
ACC00284,Aster Retail 0284,Public Sector,North,11/09/2025,Active,contact00284@exampletelco.co.uk,07591375238
ACC00285,Metro Retail 0285,SME,South,29/10/2023,Active,contact00285@exampletelco.co.uk,07286817820
ACC00286,Kaya Energy 0286,Wholesale,Scotland,22/01/2026,Active,contact00286@exampletelco.co.uk,07499900839
ACC00287,Metro Finance 0287,Wholesale,Wales,15/03/2023,Active,contact00287@exampletelco.co.uk,07472989670
ACC00288,Cedar Retail 0288,Consumer,Midlands,08/12/2024,Active,contact00288@exampletelco.co.uk,07400480450
ACC00289,Kaya Retail 0289,Retail,East,22/06/2025,Active,contact00289@exampletelco.co.uk,07845084629
ACC00290,Kaya Retail 0290,Wholesale,Wales,10/12/2025,Inactive,contact00290@exampletelco.co.uk,07579253800
ACC00291,Aster Retail 0291,Retail,London,15/06/2023,Active,contact00291@exampletelco.co.uk,07298132030
ACC00292,Aster Logistics 0292,Public Sector,South,14/07/2025,Active,contact00292@exampletelco.co.uk,07196894319
ACC00293,Cedar Health 0293,Consumer,London,15/01/2023,Active,contact00293@exampletelco.co.uk,07973231376
ACC00294,Bluepeak Health 0294,Enterprise,Scotland,08/05/2023,Active,contact00294@exampletelco.co.uk,07861652488
ACC00295,Oak Media 0295,Wholesale,North,21/05/2024,Active,contact00295@exampletelco.co.uk,07565957421
ACC00296,Bluepeak Finance 0296,Enterprise,Wales,10/12/2024,Ceased,contact00296@exampletelco.co.uk,07520445835
ACC00297,Oak Health 0297,Wholesale,Midlands,15/07/2023,Active,contact00297@exampletelco.co.uk,07345366755
ACC00298,Oak Telecom 0298,Public Sector,North,10/10/2025,Active,contact00298@exampletelco.co.uk,07861739937
ACC00299,Kaya Health 0299,Wholesale,London,12/02/2025,Active,contact00299@exampletelco.co.uk,07300918062
ACC00300,Aster Finance 0300,SME,South,24/07/2024,Active,contact00300@exampletelco.co.uk,07993217277
ACC00301,Oak Finance 0301,Retail,Wales,30/11/2023,Active,contact00301@exampletelco.co.uk,07310992788
ACC00302,Kaya Energy 0302,Retail,Midlands,19/01/2025,Active,contact00302@exampletelco.co.uk,07243534626
ACC00303,Orion Health 0303,Public Sector,Midlands,12/12/2025,Ceased,contact00303@exampletelco.co.uk,07998390333
ACC00304,Horizon Telecom 0304,Wholesale,East,06/01/2026,Active,contact00304@exampletelco.co.uk,07700060800
ACC00305,Kaya Retail 0305,Public Sector,Wales,06/08/2024,Active,contact00305@exampletelco.co.uk,07598987186
ACC00306,Bluepeak Retail 0306,Retail,East,02/04/2025,Active,contact00306@exampletelco.co.uk,07614104211
ACC00307,Oak Logistics 0307,Retail,North,17/12/2025,Active,contact00307@exampletelco.co.uk,07266128392
ACC00308,Orion Logistics 0308,SME,Midlands,01/05/2025,Active,contact00308@exampletelco.co.uk,07956111474
ACC00309,Cedar Media 0309,Enterprise,Midlands,24/01/2026,Active,contact00309@exampletelco.co.uk,07511636524
ACC00310,Vista Logistics 0310,SME,South,12/08/2023,Active,contact00310@exampletelco.co.uk,07381886902
ACC00311,Bluepeak Finance 0311,Retail,East,02/08/2023,Active,contact00311@exampletelco.co.uk,07236472239
ACC00312,Horizon Health 0312,Public Sector,North,23/02/2023,Active,contact00312@exampletelco.co.uk,07639092261
ACC00313,Vista Health 0313,SME,Scotland,05/12/2024,Active,contact00313@exampletelco.co.uk,07811065524
ACC00314,Cedar Energy 0314,Retail,North,21/02/2026,Active,contact00314@exampletelco.co.uk,07774635602
ACC00315,Metro Logistics 0315,Public Sector,North,03/03/2025,Active,contact00315@exampletelco.co.uk,07341623733
ACC00316,Aster Media 0316,Consumer,London,06/04/2025,Active,contact00316@exampletelco.co.uk,07280741524
ACC00317,Orion Finance 0317,SME,Scotland,04/08/2024,Active,contact00317@exampletelco.co.uk,07377070899
ACC00318,Oak Council 0318,Retail,South,01/10/2023,Inactive,contact00318@exampletelco.co.uk,07232688418
ACC00319,Horizon Telecom 0319,Enterprise,London,21/10/2024,Active,contact00319@exampletelco.co.uk,07297468049
ACC00320,Cedar Finance 0320,Wholesale,Wales,29/02/2024,Active,contact00320@exampletelco.co.uk,07884282987
ACC00321,Aster Finance 0321,Consumer,Scotland,12/06/2025,Active,contact00321@exampletelco.co.uk,07613489104
ACC00322,Aster Finance 0322,Wholesale,Midlands,01/10/2025,Active,contact00322@exampletelco.co.uk,07963894583
ACC00323,Aster Telecom 0323,Retail,Midlands,21/05/2023,Active,contact00323@exampletelco.co.uk,07450914748
ACC00324,Kaya Energy 0324,Retail,West,14/08/2025,Active,contact00324@exampletelco.co.uk,07610386555
ACC00325,Cedar Retail 0325,Consumer,West,22/06/2023,Active,contact00325@exampletelco.co.uk,07738493103
ACC00326,Horizon Energy 0326,Wholesale,Wales,27/06/2025,Active,contact00326@exampletelco.co.uk,07188764651
ACC00327,Kaya Energy 0327,Enterprise,Wales,19/02/2026,Inactive,contact00327@exampletelco.co.uk,07275953402
ACC00328,Metro Retail 0328,Public Sector,Wales,21/10/2025,Ceased,contact00328@exampletelco.co.uk,07868036548
ACC00329,Oak Media 0329,Enterprise,Scotland,03/12/2024,Active,contact00329@exampletelco.co.uk,07530633070
ACC00330,Oak Council 0330,Public Sector,Scotland,10/11/2023,Active,contact00330@exampletelco.co.uk,07718570511
ACC00331,Aster Energy 0331,Public Sector,Midlands,23/05/2023,Active,contact00331@exampletelco.co.uk,07290276739
ACC00332,Kaya Media 0332,Wholesale,Scotland,18/05/2024,Active,contact00332@exampletelco.co.uk,07168827048
ACC00333,Kaya Health 0333,Retail,South,03/08/2024,Active,contact00333@exampletelco.co.uk,07672566102
ACC00334,Aster Logistics 0334,Wholesale,London,08/10/2025,Active,contact00334@exampletelco.co.uk,07380870311
ACC00335,Kaya Media 0335,SME,Midlands,16/02/2023,Active,contact00335@exampletelco.co.uk,07186406549
ACC00336,Metro Retail 0336,Wholesale,Midlands,30/03/2024,Active,contact00336@exampletelco.co.uk,07714851872
ACC00337,Vista Finance 0337,Retail,London,03/01/2026,Inactive,contact00337@exampletelco.co.uk,07526118466
ACC00338,Horizon Telecom 0338,Enterprise,London,02/01/2024,Active,contact00338@exampletelco.co.uk,07286245809
ACC00339,Vista Retail 0339,Wholesale,North,12/01/2023,Active,contact00339@exampletelco.co.uk,07598325084
ACC00340,Bluepeak Health 0340,Wholesale,Midlands,18/02/2024,Ceased,contact00340@exampletelco.co.uk,07728698906
ACC00341,Zenith Media 0341,Public Sector,Scotland,05/11/2023,Active,contact00341@exampletelco.co.uk,07916976937
ACC00342,Aster Energy 0342,Wholesale,North,26/01/2023,Active,contact00342@exampletelco.co.uk,07496030302
ACC00343,Orion Telecom 0343,Public Sector,West,07/08/2024,Active,contact00343@exampletelco.co.uk,07713208373
ACC00344,Kaya Finance 0344,SME,West,29/05/2023,Active,contact00344@exampletelco.co.uk,07289315821
ACC00345,Horizon Logistics 0345,Wholesale,East,14/11/2024,Active,contact00345@exampletelco.co.uk,07517924352
ACC00346,Oak Energy 0346,Public Sector,Midlands,29/10/2023,Active,contact00346@exampletelco.co.uk,07267286166
ACC00347,Cedar Finance 0347,Retail,Midlands,14/08/2024,Active,contact00347@exampletelco.co.uk,07280934175
ACC00348,Zenith Telecom 0348,Enterprise,West,29/03/2023,Active,contact00348@exampletelco.co.uk,07954749984
ACC00349,Orion Council 0349,Public Sector,London,22/08/2023,Active,contact00349@exampletelco.co.uk,07903752939
ACC00350,Zenith Media 0350,Retail,Midlands,08/06/2023,Inactive,contact00350@exampletelco.co.uk,07656479677
ACC00351,Horizon Council 0351,SME,Midlands,10/09/2025,Active,contact00351@exampletelco.co.uk,07614675724
ACC00352,Cedar Energy 0352,Retail,East,22/11/2023,Active,contact00352@exampletelco.co.uk,07634862770
ACC00353,Aster Energy 0353,Public Sector,East,16/02/2026,Active,contact00353@exampletelco.co.uk,07162879513
ACC00354,Metro Logistics 0354,Retail,Midlands,26/12/2023,Active,contact00354@exampletelco.co.uk,07155306955
ACC00355,Metro Telecom 0355,SME,Midlands,13/07/2025,Active,contact00355@exampletelco.co.uk,07922366951
ACC00356,Orion Logistics 0356,Enterprise,West,02/12/2024,Ceased,contact00356@exampletelco.co.uk,07629692506
ACC00357,Oak Health 0357,Retail,Wales,25/12/2024,Inactive,contact00357@exampletelco.co.uk,07602319761
ACC00358,Vista Logistics 0358,SME,Midlands,06/05/2023,Ceased,contact00358@exampletelco.co.uk,07709353955
ACC00359,Metro Telecom 0359,Retail,South,06/01/2023,Ceased,contact00359@exampletelco.co.uk,07117645855
ACC00360,Zenith Health 0360,Consumer,East,14/06/2023,Active,contact00360@exampletelco.co.uk,07148272216
ACC00361,Cedar Retail 0361,SME,East,19/02/2025,Active,contact00361@exampletelco.co.uk,07199316772
ACC00362,Horizon Retail 0362,SME,West,11/11/2023,Active,contact00362@exampletelco.co.uk,07886013108
ACC00363,Vista Council 0363,Enterprise,Scotland,02/08/2025,Inactive,contact00363@exampletelco.co.uk,07769644348
ACC00364,Orion Finance 0364,SME,South,23/10/2025,Active,contact00364@exampletelco.co.uk,07251680185
ACC00365,Cedar Energy 0365,Public Sector,London,14/01/2023,Active,contact00365@exampletelco.co.uk,07375815557
ACC00366,Vista Council 0366,Enterprise,Wales,04/08/2024,Active,contact00366@exampletelco.co.uk,07657800364
ACC00367,Metro Energy 0367,Public Sector,Scotland,12/04/2024,Active,contact00367@exampletelco.co.uk,07654699028
ACC00368,Zenith Telecom 0368,Wholesale,Wales,26/03/2024,Inactive,contact00368@exampletelco.co.uk,07892645622
ACC00369,Cedar Retail 0369,Wholesale,North,07/10/2025,Active,contact00369@exampletelco.co.uk,07316107042
ACC00370,Bluepeak Council 0370,Enterprise,South,26/08/2024,Active,contact00370@exampletelco.co.uk,07298875752
ACC00371,Orion Logistics 0371,Retail,South,25/03/2023,Active,contact00371@exampletelco.co.uk,07920506415
ACC00372,Cedar Finance 0372,Consumer,London,14/05/2023,Inactive,contact00372@exampletelco.co.uk,07693625014
ACC00373,Horizon Finance 0373,Enterprise,West,30/03/2024,Inactive,contact00373@exampletelco.co.uk,07695444093
ACC00374,Horizon Health 0374,Enterprise,London,27/08/2024,Active,contact00374@exampletelco.co.uk,07428357706
ACC00375,Aster Health 0375,Consumer,East,25/11/2024,Inactive,contact00375@exampletelco.co.uk,07366170616
ACC00376,Horizon Retail 0376,SME,Scotland,04/02/2026,Active,contact00376@exampletelco.co.uk,07569430673
ACC00377,Cedar Council 0377,Consumer,East,30/07/2023,Active,contact00377@exampletelco.co.uk,07333625297
ACC00378,Aster Logistics 0378,Public Sector,West,26/11/2023,Ceased,contact00378@exampletelco.co.uk,07323610761
ACC00379,Cedar Logistics 0379,Wholesale,North,12/02/2025,Active,contact00379@exampletelco.co.uk,07191675216
ACC00380,Bluepeak Logistics 0380,Enterprise,Scotland,27/01/2026,Active,contact00380@exampletelco.co.uk,07128791293
ACC00381,Orion Finance 0381,SME,Scotland,11/01/2023,Active,contact00381@exampletelco.co.uk,07528771805
ACC00382,Orion Council 0382,Public Sector,London,30/03/2024,Active,contact00382@exampletelco.co.uk,07631701523
ACC00383,Metro Media 0383,Public Sector,West,20/09/2023,Active,contact00383@exampletelco.co.uk,07136676505
ACC00384,Kaya Health 0384,Retail,Wales,08/07/2025,Active,contact00384@exampletelco.co.uk,07455816741
ACC00385,Cedar Energy 0385,Retail,London,11/09/2025,Active,contact00385@exampletelco.co.uk,07752335492
ACC00386,Kaya Council 0386,Consumer,Scotland,11/08/2025,Active,contact00386@exampletelco.co.uk,07249577087
ACC00387,Metro Telecom 0387,Wholesale,East,16/06/2024,Active,contact00387@exampletelco.co.uk,07566128351
ACC00388,Orion Logistics 0388,Retail,Midlands,23/06/2024,Ceased,contact00388@exampletelco.co.uk,07708594606
ACC00389,Cedar Retail 0389,Consumer,Midlands,16/06/2024,Active,contact00389@exampletelco.co.uk,07437235007
ACC00390,Aster Logistics 0390,SME,North,16/07/2025,Active,contact00390@exampletelco.co.uk,07517653381
ACC00391,Zenith Health 0391,Public Sector,South,02/11/2024,Active,contact00391@exampletelco.co.uk,07318933218
ACC00392,Vista Retail 0392,Retail,Midlands,07/09/2025,Active,contact00392@exampletelco.co.uk,07403393910
ACC00393,Bluepeak Media 0393,Retail,North,18/05/2024,Active,contact00393@exampletelco.co.uk,07145943958
ACC00394,Horizon Media 0394,Retail,West,20/05/2023,Inactive,contact00394@exampletelco.co.uk,07619888135
ACC00395,Orion Telecom 0395,SME,South,12/12/2024,Active,contact00395@exampletelco.co.uk,07487099255
ACC00396,Oak Health 0396,Retail,Scotland,10/12/2025,Inactive,contact00396@exampletelco.co.uk,07659129064
ACC00397,Kaya Media 0397,Wholesale,London,29/12/2023,Active,contact00397@exampletelco.co.uk,07680308197
ACC00398,Vista Health 0398,Enterprise,East,10/10/2023,Active,contact00398@exampletelco.co.uk,07202907770
ACC00399,Bluepeak Finance 0399,SME,West,20/01/2026,Active,contact00399@exampletelco.co.uk,07163156673
ACC00400,Bluepeak Council 0400,Consumer,London,18/08/2025,Active,contact00400@exampletelco.co.uk,07907607802
ACC00401,Cedar Telecom 0401,Enterprise,Scotland,13/01/2024,Active,contact00401@exampletelco.co.uk,07483716810
ACC00402,Metro Retail 0402,Wholesale,London,08/09/2024,Active,contact00402@exampletelco.co.uk,07332894753
ACC00403,Bluepeak Media 0403,Wholesale,East,08/03/2023,Inactive,contact00403@exampletelco.co.uk,07928647090
ACC00404,Aster Council 0404,Public Sector,Scotland,07/12/2025,Active,contact00404@exampletelco.co.uk,07570892417
ACC00405,Aster Council 0405,Consumer,Wales,05/02/2025,Active,contact00405@exampletelco.co.uk,07982090275
ACC00406,Cedar Energy 0406,Consumer,North,09/01/2025,Active,contact00406@exampletelco.co.uk,07526529234
ACC00407,Aster Finance 0407,Wholesale,Wales,21/06/2025,Active,contact00407@exampletelco.co.uk,07734515003
ACC00408,Vista Logistics 0408,Wholesale,Wales,04/04/2024,Active,contact00408@exampletelco.co.uk,07618738228
ACC00409,Vista Logistics 0409,Retail,Wales,22/07/2024,Active,contact00409@exampletelco.co.uk,07929741846
ACC00410,Vista Logistics 0410,SME,West,21/09/2024,Active,contact00410@exampletelco.co.uk,07513116068
ACC00411,Horizon Health 0411,Consumer,East,10/12/2025,Active,contact00411@exampletelco.co.uk,07893828570
ACC00412,Aster Telecom 0412,Retail,North,30/07/2025,Active,contact00412@exampletelco.co.uk,07773420958
ACC00413,Orion Retail 0413,SME,West,16/03/2023,Ceased,contact00413@exampletelco.co.uk,07111586101
ACC00414,Orion Energy 0414,Retail,North,09/01/2025,Active,contact00414@exampletelco.co.uk,07433509257
ACC00415,Cedar Telecom 0415,Retail,South,17/01/2025,Active,contact00415@exampletelco.co.uk,07681171506
ACC00416,Zenith Retail 0416,Retail,Wales,13/12/2024,Active,contact00416@exampletelco.co.uk,07971741671
ACC00417,Metro Health 0417,SME,Midlands,24/08/2024,Inactive,contact00417@exampletelco.co.uk,07669314948
ACC00418,Vista Logistics 0418,Wholesale,Scotland,08/02/2024,Active,contact00418@exampletelco.co.uk,07203839640
ACC00419,Metro Finance 0419,Consumer,South,24/10/2025,Active,contact00419@exampletelco.co.uk,07389394461
ACC00420,Vista Finance 0420,Public Sector,Midlands,22/12/2023,Active,contact00420@exampletelco.co.uk,07111523221
ACC00421,Metro Finance 0421,Consumer,South,11/03/2025,Active,contact00421@exampletelco.co.uk,07472605818
ACC00422,Orion Council 0422,Retail,London,23/07/2025,Active,contact00422@exampletelco.co.uk,07201191514
ACC00423,Oak Retail 0423,Consumer,West,07/10/2023,Active,contact00423@exampletelco.co.uk,07611297748
ACC00424,Metro Council 0424,Consumer,South,01/10/2023,Active,contact00424@exampletelco.co.uk,07703552676
ACC00425,Kaya Telecom 0425,Wholesale,Midlands,20/05/2024,Inactive,contact00425@exampletelco.co.uk,07538113533
ACC00426,Zenith Logistics 0426,Enterprise,West,23/02/2023,Active,contact00426@exampletelco.co.uk,07519701671
ACC00427,Kaya Retail 0427,Public Sector,Scotland,16/11/2025,Active,contact00427@exampletelco.co.uk,07429445740
ACC00428,Metro Logistics 0428,Consumer,Wales,29/09/2025,Active,contact00428@exampletelco.co.uk,07724468663
ACC00429,Aster Health 0429,Consumer,West,24/07/2023,Active,contact00429@exampletelco.co.uk,07391485159
ACC00430,Horizon Council 0430,Consumer,West,30/06/2024,Active,contact00430@exampletelco.co.uk,07314102328
ACC00431,Vista Telecom 0431,Wholesale,South,29/05/2024,Active,contact00431@exampletelco.co.uk,07965187953
ACC00432,Bluepeak Media 0432,SME,Wales,13/11/2023,Active,contact00432@exampletelco.co.uk,07704167245
ACC00433,Aster Media 0433,Retail,Wales,19/09/2024,Inactive,contact00433@exampletelco.co.uk,07892301866
ACC00434,Orion Retail 0434,Retail,East,15/06/2023,Inactive,contact00434@exampletelco.co.uk,07749018546
ACC00435,Cedar Energy 0435,Retail,Scotland,08/12/2025,Active,contact00435@exampletelco.co.uk,07231768061
ACC00436,Aster Council 0436,Public Sector,Wales,05/02/2025,Active,contact00436@exampletelco.co.uk,07360117727
ACC00437,Metro Logistics 0437,Retail,Wales,18/12/2023,Active,contact00437@exampletelco.co.uk,07863066643
ACC00438,Cedar Retail 0438,Enterprise,Wales,28/05/2024,Inactive,contact00438@exampletelco.co.uk,07772292179
ACC00439,Aster Council 0439,Enterprise,London,01/09/2024,Ceased,contact00439@exampletelco.co.uk,07244856621
ACC00440,Bluepeak Retail 0440,SME,South,12/05/2024,Active,contact00440@exampletelco.co.uk,07953439955
ACC00441,Orion Health 0441,Enterprise,London,10/06/2024,Active,contact00441@exampletelco.co.uk,07886909311
ACC00442,Kaya Health 0442,Consumer,North,20/10/2024,Active,contact00442@exampletelco.co.uk,07851451618
ACC00443,Oak Energy 0443,Public Sector,South,13/08/2025,Active,contact00443@exampletelco.co.uk,07981091907
ACC00444,Cedar Logistics 0444,SME,Midlands,07/01/2023,Active,contact00444@exampletelco.co.uk,07296080605
ACC00445,Vista Energy 0445,Consumer,East,03/12/2025,Active,contact00445@exampletelco.co.uk,07378772145
ACC00446,Oak Finance 0446,Public Sector,North,09/05/2025,Active,contact00446@exampletelco.co.uk,07140060177
ACC00447,Aster Logistics 0447,Retail,London,31/10/2023,Active,contact00447@exampletelco.co.uk,07622699549
ACC00448,Aster Media 0448,Consumer,East,25/08/2025,Active,contact00448@exampletelco.co.uk,07587919613
ACC00449,Orion Retail 0449,Retail,Scotland,28/09/2025,Active,contact00449@exampletelco.co.uk,07720335922
ACC00450,Cedar Energy 0450,Wholesale,South,17/02/2024,Ceased,contact00450@exampletelco.co.uk,07180554370
ACC00451,Aster Energy 0451,Consumer,North,29/07/2023,Active,contact00451@exampletelco.co.uk,07776925494
ACC00452,Bluepeak Logistics 0452,Enterprise,Wales,13/04/2023,Active,contact00452@exampletelco.co.uk,07983229247
ACC00453,Metro Logistics 0453,Wholesale,North,10/08/2023,Inactive,contact00453@exampletelco.co.uk,07714294350
ACC00454,Oak Logistics 0454,Public Sector,West,11/12/2023,Active,contact00454@exampletelco.co.uk,07240097806
ACC00455,Vista Retail 0455,Retail,East,09/09/2025,Active,contact00455@exampletelco.co.uk,07530258419
ACC00456,Horizon Council 0456,Consumer,Wales,07/05/2024,Active,contact00456@exampletelco.co.uk,07121992536
ACC00457,Bluepeak Energy 0457,Enterprise,South,21/11/2024,Active,contact00457@exampletelco.co.uk,07974605135
ACC00458,Horizon Health 0458,Retail,Scotland,16/12/2025,Active,contact00458@exampletelco.co.uk,07333088125
ACC00459,Aster Energy 0459,Wholesale,Scotland,26/11/2025,Inactive,contact00459@exampletelco.co.uk,07808771329
ACC00460,Bluepeak Logistics 0460,Consumer,East,20/11/2023,Active,contact00460@exampletelco.co.uk,07507506464
ACC00461,Vista Media 0461,Enterprise,London,13/06/2024,Active,contact00461@exampletelco.co.uk,07184543224
ACC00462,Bluepeak Telecom 0462,Consumer,West,04/09/2023,Active,contact00462@exampletelco.co.uk,07822588717
ACC00463,Vista Energy 0463,SME,Midlands,27/02/2025,Active,contact00463@exampletelco.co.uk,07368484516
ACC00464,Zenith Finance 0464,Wholesale,West,15/07/2024,Ceased,contact00464@exampletelco.co.uk,07792391651
ACC00465,Cedar Telecom 0465,Consumer,East,22/01/2026,Active,contact00465@exampletelco.co.uk,07142293905
ACC00466,Zenith Logistics 0466,SME,Midlands,11/04/2023,Active,contact00466@exampletelco.co.uk,07290774779
ACC00467,Metro Council 0467,Public Sector,Scotland,24/01/2024,Active,contact00467@exampletelco.co.uk,07891009748
ACC00468,Zenith Telecom 0468,Retail,South,24/02/2026,Active,contact00468@exampletelco.co.uk,07217873663
ACC00469,Aster Retail 0469,SME,North,23/06/2023,Active,contact00469@exampletelco.co.uk,07500209864
ACC00470,Kaya Finance 0470,Wholesale,South,20/04/2025,Active,contact00470@exampletelco.co.uk,07480096623
ACC00471,Aster Finance 0471,Consumer,West,14/05/2024,Active,contact00471@exampletelco.co.uk,07785392533
ACC00472,Oak Telecom 0472,SME,Wales,09/10/2024,Active,contact00472@exampletelco.co.uk,07190513762
ACC00473,Vista Telecom 0473,Retail,East,10/10/2025,Active,contact00473@exampletelco.co.uk,07694006334
ACC00474,Orion Council 0474,SME,London,08/11/2023,Active,contact00474@exampletelco.co.uk,07573586327
ACC00475,Metro Media 0475,Public Sector,Wales,06/07/2024,Active,contact00475@exampletelco.co.uk,07613780291
ACC00476,Horizon Finance 0476,Enterprise,North,27/06/2024,Inactive,contact00476@exampletelco.co.uk,07228305962
ACC00477,Vista Council 0477,Consumer,East,23/02/2026,Ceased,contact00477@exampletelco.co.uk,07834530947
ACC00478,Oak Finance 0478,Retail,Midlands,16/12/2025,Active,contact00478@exampletelco.co.uk,07471717250
ACC00479,Orion Council 0479,Wholesale,South,10/04/2023,Active,contact00479@exampletelco.co.uk,07106634846
ACC00480,Aster Telecom 0480,SME,Wales,17/05/2023,Active,contact00480@exampletelco.co.uk,07424190095
ACC00481,Vista Energy 0481,Wholesale,East,18/02/2024,Active,contact00481@exampletelco.co.uk,07180733317
ACC00482,Metro Logistics 0482,Consumer,Scotland,23/08/2024,Active,contact00482@exampletelco.co.uk,07715589439
ACC00483,Bluepeak Health 0483,SME,South,06/02/2024,Active,contact00483@exampletelco.co.uk,07971692057
ACC00484,Bluepeak Energy 0484,Retail,North,11/02/2025,Active,contact00484@exampletelco.co.uk,07993396522
ACC00485,Zenith Energy 0485,Public Sector,Wales,18/09/2024,Active,contact00485@exampletelco.co.uk,07331656085
ACC00486,Cedar Council 0486,Consumer,West,26/01/2026,Active,contact00486@exampletelco.co.uk,07879779333
ACC00487,Kaya Telecom 0487,Wholesale,Wales,01/04/2023,Active,contact00487@exampletelco.co.uk,07327941063
ACC00488,Zenith Retail 0488,SME,Wales,18/02/2023,Active,contact00488@exampletelco.co.uk,07861313607
ACC00489,Orion Finance 0489,Retail,Wales,15/02/2025,Active,contact00489@exampletelco.co.uk,07866236813
ACC00490,Oak Health 0490,Consumer,North,30/09/2023,Active,contact00490@exampletelco.co.uk,07207104480
ACC00491,Bluepeak Finance 0491,Public Sector,Wales,12/07/2025,Active,contact00491@exampletelco.co.uk,07390582696
ACC00492,Cedar Energy 0492,Wholesale,East,18/05/2025,Active,contact00492@exampletelco.co.uk,07297676482
ACC00493,Cedar Media 0493,SME,London,02/04/2023,Active,contact00493@exampletelco.co.uk,07590644434
ACC00494,Zenith Health 0494,Public Sector,South,03/08/2024,Active,contact00494@exampletelco.co.uk,07220980333
ACC00495,Metro Energy 0495,Public Sector,South,07/01/2024,Active,contact00495@exampletelco.co.uk,07210781390
ACC00496,Horizon Media 0496,Public Sector,South,25/08/2024,Active,contact00496@exampletelco.co.uk,07525747099
ACC00497,Horizon Media 0497,Retail,Scotland,03/12/2024,Active,contact00497@exampletelco.co.uk,07369964690
