order_id,account_id,asset_id,order_date,order_type,quantity,unit_price,order_status,total_price
ORD00325,ACC00121,AST00325,24/03/2023,Cease,1,41.8,In Progress,41.8
ORD00326,ACC00698,AST00326,28/02/2024,Upgrade,2,45.0,Completed,90.0
ORD00327,ACC00198,AST00327,18/08/2024,Transfer,2,12.6,Completed,25.2
ORD00328,ACC00489,AST00328,12/02/2023,Cease,3,12.6,Completed,37.8
ORD00329,ACC00476,AST00329,03/02/2023,Upgrade,3,8.55,Completed,25.65
ORD00330,ACC00486,AST00330,05/02/2025,Transfer,5,225.0,Completed,1125.0
ORD00331,ACC00837,AST00331,31/01/2024,New Installation,1,8.55,In Progress,8.55
ORD00332,ACC00790,AST00332,24/09/2025,Upgrade,1,242.0,Completed,242.0
ORD00333,ACC00859,AST00333,19/07/2023,Cease,10,30.0,Completed,300.0
ORD00334,ACC00844,AST00334,03/09/2025,Upgrade,3,38.0,Completed,114.0
ORD00335,ACC00082,AST00335,21/08/2024,New Installation,5,9.5,Completed,47.5
ORD00336,ACC00197,AST00336,22/09/2025,New Installation,2,16.65,Open,33.3
ORD00337,ACC00466,AST00337,21/03/2025,Transfer,10,28.8,In Progress,288.0
ORD00338,ACC00214,AST00338,18/06/2025,Modify,1,48.0,In Progress,48.0
ORD00339,ACC00675,AST00339,18/04/2024,Modify,1,162.0,Completed,162.0
ORD00340,ACC00017,AST00340,07/07/2024,Modify,5,9.5,Completed,47.5
ORD00341,ACC00626,AST00341,23/11/2025,Modify,1,12.6,Completed,12.6
ORD00342,ACC00621,AST00342,10/01/2025,Upgrade,1,220.0,Completed,220.0
ORD00343,ACC00658,AST00343,21/11/2024,Cease,1,18.5,Completed,18.5
ORD00344,ACC00018,AST00344,01/04/2024,Transfer,5,275.0,Completed,1375.0
ORD00345,ACC00243,AST00345,23/07/2024,New Installation,1,27.75,Open,27.75
ORD00346,ACC00107,AST00346,27/09/2024,Modify,1,24.0,Completed,24.0
ORD00347,ACC00188,AST00347,23/01/2024,Cease,1,30.0,In Progress,30.0
ORD00348,ACC00621,AST00348,19/02/2025,Upgrade,1,35.2,Completed,35.2
ORD00349,ACC00543,AST00349,18/04/2025,Modify,3,275.0,Completed,825.0
ORD00350,ACC00777,AST00350,22/10/2024,Modify,2,162.0,In Progress,324.0
ORD00351,ACC00322,AST00351,20/09/2024,Modify,1,36.0,Completed,36.0
ORD00352,ACC00354,AST00352,25/01/2025,Modify,3,275.0,Completed,825.0
ORD00353,ACC00291,AST00353,02/02/2024,New Installation,1,41.8,In Progress,41.8
ORD00354,ACC00978,AST00354,08/03/2024,Transfer,2,10.45,Completed,20.9
ORD00355,ACC00261,AST00355,16/03/2026,New Installation,5,180.0,Completed,900.0
ORD00356,ACC00414,AST00356,03/01/2024,Cease,3,57.0,Completed,171.0
ORD00357,ACC00350,AST00357,02/10/2024,Modify,2,11.88,In Progress,23.76
ORD00358,ACC00324,AST00358,02/09/2024,Upgrade,1,16.65,In Progress,16.65
ORD00359,ACC00495,AST00359,15/03/2025,New Installation,2,10.45,Open,20.9
ORD00360,ACC00151,AST00360,03/10/2023,Upgrade,5,162.0,Completed,810.0
ORD00361,ACC00310,AST00361,13/03/2023,Cease,1,21.0,Completed,21.0
ORD00362,ACC00445,AST00362,18/09/2025,New Installation,1,38.0,Completed,38.0
ORD00363,ACC00466,AST00363,29/01/2026,New Installation,10,26.4,Completed,264.0
ORD00364,ACC00603,AST00364,24/05/2024,Upgrade,3,48.0,Completed,144.0
ORD00365,ACC00785,AST00365,11/11/2024,Cease,1,187.5,Completed,187.5
ORD00366,ACC00759,AST00366,14/10/2024,Transfer,5,15.4,In Progress,77.0
ORD00367,ACC00754,AST00367,25/07/2023,Modify,1,187.5,Completed,187.5
ORD00368,ACC00954,AST00368,09/08/2024,Upgrade,5,30.0,Completed,150.0
ORD00369,ACC00789,AST00369,11/10/2024,Upgrade,1,21.6,Open,21.6
ORD00370,ACC00753,AST00370,27/03/2026,Transfer,5,330.0,Completed,1650.0
ORD00371,ACC00616,AST00371,31/03/2024,Cease,3,225.0,Completed,675.0
ORD00372,ACC00078,AST00372,11/07/2024,Modify,5,14.25,Open,71.25
ORD00373,ACC00566,AST00373,05/07/2025,Upgrade,10,180.0,Open,1800.0
ORD00374,ACC00767,AST00374,08/05/2023,Cease,1,225.0,Open,225.0
ORD00375,ACC00539,AST00375,01/12/2023,Modify,1,16.65,Completed,16.65
ORD00376,ACC00389,AST00376,29/07/2023,Upgrade,2,198.0,In Progress,396.0
ORD00377,ACC00714,AST00377,30/06/2025,Transfer,1,198.0,Completed,198.0
ORD00378,ACC00109,AST00378,06/04/2025,Upgrade,1,275.0,Completed,275.0
ORD00379,ACC00084,AST00379,23/08/2024,Modify,5,187.5,Completed,937.5
ORD00380,ACC00573,AST00380,21/03/2023,Upgrade,1,165.0,Completed,165.0
ORD00381,ACC00973,AST00381,17/04/2023,Cease,3,14.0,Completed,42.0
ORD00382,ACC00670,AST00382,05/02/2025,Cease,1,225.0,Open,225.0
ORD00383,ACC00524,AST00383,08/03/2025,Upgrade,5,180.0,Completed,900.0
ORD00384,ACC00330,AST00384,26/09/2024,Transfer,1,225.0,Completed,225.0
ORD00385,ACC00616,AST00385,15/08/2023,Upgrade,3,45.0,Completed,135.0
ORD00386,ACC00084,AST00386,18/01/2026,Transfer,2,270.0,Completed,540.0
ORD00387,ACC00626,AST00387,09/11/2025,New Installation,5,150.0,Completed,750.0
ORD00388,ACC00068,AST00388,05/07/2025,New Installation,3,49.5,Completed,148.5
ORD00389,ACC00823,AST00389,05/08/2024,Cease,2,11.88,Completed,23.76
ORD00390,ACC00872,AST00390,26/07/2025,New Installation,2,225.0,Open,450.0
ORD00391,ACC00952,AST00391,09/02/2025,New Installation,10,27.75,Completed,277.5
ORD00392,ACC00497,AST00392,12/11/2024,Modify,1,30.0,Completed,30.0
ORD00393,ACC00729,AST00393,13/12/2025,New Installation,10,23.12,Completed,231.2
ORD00394,ACC00713,AST00394,05/11/2024,Cease,2,41.8,Completed,83.6
ORD00395,ACC00568,AST00395,07/05/2025,Modify,1,225.0,Completed,225.0
ORD00396,ACC00423,AST00396,11/03/2023,Modify,3,21.6,Open,64.8
ORD00397,ACC00361,AST00397,18/03/2024,Upgrade,1,27.75,Completed,27.75
ORD00398,ACC00384,AST00398,27/03/2026,Cease,3,26.4,Completed,79.2
ORD00399,ACC00508,AST00399,23/06/2023,Cease,1,26.4,Completed,26.4
ORD00400,ACC00588,AST00400,30/07/2025,New Installation,1,198.0,Completed,198.0
ORD00401,ACC00885,AST00401,18/01/2026,Cease,10,48.0,In Progress,480.0
ORD00402,ACC00646,AST00402,21/05/2025,Modify,2,30.0,Completed,60.0
ORD00403,ACC00193,AST00403,29/08/2024,New Installation,5,30.0,In Progress,150.0
ORD00404,ACC00244,AST00404,05/06/2025,New Installation,3,225.0,Completed,675.0
ORD00405,ACC00595,AST00405,28/11/2025,Transfer,1,275.0,Completed,275.0
ORD00406,ACC00974,AST00406,03/07/2025,Cease,10,150.0,In Progress,1500.0
ORD00407,ACC00949,AST00407,07/10/2025,Upgrade,1,57.0,Completed,57.0
ORD00408,ACC00847,AST00408,21/07/2023,Upgrade,5,34.2,Completed,171.0
ORD00409,ACC00852,AST00409,01/12/2025,Cease,10,34.2,Completed,342.0
ORD00410,ACC00872,AST00410,10/11/2023,Upgrade,1,11.88,Completed,11.88
ORD00411,ACC00828,AST00411,04/03/2023,Cease,1,40.5,Completed,40.5
ORD00412,ACC00418,AST00412,16/05/2024,Cease,1,32.0,Completed,32.0
ORD00413,ACC00085,AST00413,11/05/2025,Modify,3,242.0,Completed,726.0
ORD00414,ACC00221,AST00414,19/05/2024,Cease,1,30.0,Completed,30.0
ORD00415,ACC00881,AST00415,30/05/2025,Upgrade,1,242.0,Completed,242.0
ORD00416,ACC00115,AST00416,07/02/2023,Modify,1,40.5,Completed,40.5
ORD00417,ACC00585,AST00417,07/01/2025,Cease,5,47.5,In Progress,237.5
ORD00418,ACC00657,AST00418,18/04/2025,Modify,5,198.0,Open,990.0
ORD00419,ACC00459,AST00419,09/03/2025,Upgrade,1,225.0,Completed,225.0
ORD00420,ACC00553,AST00420,17/08/2023,New Installation,10,12.6,Completed,126.0
ORD00421,ACC00769,AST00421,15/06/2025,Upgrade,3,41.8,Completed,125.4
ORD00422,ACC00290,AST00422,23/03/2026,Transfer,1,26.4,Completed,26.4
ORD00423,ACC00915,AST00423,06/06/2023,Modify,3,48.0,Completed,144.0
ORD00424,ACC00456,AST00424,07/05/2023,Cease,2,21.6,Completed,43.2
ORD00425,ACC00716,AST00425,03/07/2025,Modify,1,41.8,Completed,41.8
ORD00426,ACC00358,AST00426,22/04/2024,Modify,3,32.0,Completed,96.0
ORD00427,ACC00727,AST00427,18/05/2023,Modify,1,9.5,In Progress,9.5
ORD00428,ACC00196,AST00428,14/12/2024,New Installation,1,225.0,Completed,225.0
ORD00429,ACC00479,AST00429,21/04/2024,New Installation,1,225.0,Open,225.0
ORD00430,ACC00053,AST00430,29/06/2023,Cease,3,8.55,In Progress,25.65
ORD00431,ACC00374,AST00431,28/09/2023,Modify,2,32.0,Completed,64.0
ORD00432,ACC00434,AST00432,07/03/2024,Upgrade,10,9.5,Completed,95.0
ORD00433,ACC00746,AST00433,20/06/2024,Cease,1,18.5,Completed,18.5
ORD00434,ACC00772,AST00434,31/08/2023,Transfer,2,41.8,Completed,83.6
ORD00435,ACC00208,AST00435,11/02/2023,Upgrade,1,35.2,Completed,35.2
ORD00436,ACC00027,AST00436,22/06/2025,Modify,2,180.0,Completed,360.0
ORD00437,ACC00650,AST00437,07/03/2026,Cease,1,17.5,Open,17.5
ORD00438,ACC00939,AST00438,28/06/2024,Transfer,10,26.4,Open,264.0
ORD00439,ACC00638,AST00439,11/03/2026,New Installation,5,32.0,Open,160.0
ORD00440,ACC00878,AST00440,10/10/2024,Upgrade,3,32.0,Completed,96.0
ORD00441,ACC00764,AST00441,15/06/2024,Cease,2,21.6,Completed,43.2
ORD00442,ACC00483,AST00442,22/07/2025,Cease,1,17.5,In Progress,17.5
ORD00443,ACC00658,AST00443,21/04/2024,Transfer,1,270.0,Completed,270.0
ORD00444,ACC00937,AST00444,24/02/2023,Modify,1,198.0,Completed,198.0
ORD00445,ACC00528,AST00445,09/09/2023,Modify,1,150.0,Completed,150.0
ORD00446,ACC00939,AST00446,04/08/2024,Cease,1,47.5,Open,47.5
ORD00447,ACC00353,AST00447,27/12/2025,Transfer,2,187.5,Completed,375.0
ORD00448,ACC00677,AST00448,06/09/2024,New Installation,1,198.0,Open,198.0
ORD00449,ACC00399,AST00449,28/09/2024,Transfer,1,56.25,Completed,56.25
ORD00450,ACC00390,AST00450,01/02/2023,Upgrade,2,9.5,Completed,19.0
ORD00451,ACC00557,AST00451,27/03/2023,Cease,2,24.0,Completed,48.0
ORD00452,ACC00441,AST00452,29/05/2023,Upgrade,10,220.0,Completed,2200.0
ORD00453,ACC00988,AST00453,16/10/2025,New Installation,10,40.0,In Progress,400.0
ORD00454,ACC00085,AST00454,25/06/2025,Modify,5,48.0,Completed,240.0
ORD00455,ACC00834,AST00455,17/06/2024,Cease,1,21.0,Completed,21.0
ORD00456,ACC00281,AST00456,01/05/2025,New Installation,1,330.0,Completed,330.0
ORD00457,ACC00831,AST00457,27/09/2025,Cease,1,30.0,Completed,30.0
ORD00458,ACC00292,AST00458,08/02/2023,New Installation,1,32.0,Completed,32.0
ORD00459,ACC00927,AST00459,20/07/2023,Cease,10,30.0,Completed,300.0
ORD00460,ACC00624,AST00460,28/05/2025,Cease,1,41.8,Completed,41.8
ORD00461,ACC00839,AST00461,18/12/2025,Cease,1,242.0,Completed,242.0
ORD00462,ACC00438,AST00462,05/04/2023,Cease,2,8.55,Completed,17.1
ORD00463,ACC00816,AST00463,20/10/2024,Modify,5,14.0,Completed,70.0
ORD00464,ACC00639,AST00464,14/04/2026,New Installation,1,47.5,Completed,47.5
ORD00465,ACC00056,AST00465,08/04/2026,Cease,2,27.75,Completed,55.5
ORD00466,ACC00688,AST00466,02/02/2026,Upgrade,2,220.0,Completed,440.0
ORD00467,ACC00124,AST00467,24/01/2026,Cease,10,67.5,Completed,675.0
ORD00468,ACC00320,AST00468,18/06/2024,Cease,5,165.0,Completed,825.0
ORD00469,ACC00689,AST00469,09/03/2023,Modify,1,67.5,Completed,67.5
ORD00470,ACC00589,AST00470,08/04/2025,Modify,10,40.0,Completed,400.0
ORD00471,ACC00328,AST00471,06/09/2024,Transfer,3,198.0,Completed,594.0
ORD00472,ACC00665,AST00472,07/05/2025,Cease,2,165.0,Completed,330.0
ORD00473,ACC00808,AST00473,27/01/2024,Upgrade,3,38.0,Completed,114.0
ORD00474,ACC00570,AST00474,12/11/2025,Transfer,5,49.5,In Progress,247.5
ORD00475,ACC00027,AST00475,17/10/2023,Cease,1,14.0,In Progress,14.0
ORD00476,ACC00515,AST00476,24/06/2023,Upgrade,1,16.65,Completed,16.65
ORD00477,ACC00236,AST00477,10/08/2024,Modify,5,18.5,Completed,92.5
ORD00478,ACC00530,AST00478,07/08/2025,Transfer,1,34.2,Completed,34.2
ORD00479,ACC00558,AST00479,11/11/2023,Transfer,3,23.12,Completed,69.36
ORD00480,ACC00791,AST00480,22/02/2026,Modify,1,165.0,Open,165.0
ORD00481,ACC00392,AST00481,06/07/2023,Transfer,5,47.5,Completed,237.5
ORD00482,ACC00303,AST00482,29/07/2024,Cease,1,32.0,Completed,32.0
ORD00483,ACC00243,AST00483,21/01/2025,Cease,5,275.0,Completed,1375.0
ORD00484,ACC00412,AST00484,09/06/2023,Modify,1,225.0,Completed,225.0
ORD00485,ACC00765,AST00485,10/04/2024,Transfer,2,16.65,In Progress,33.3
ORD00486,ACC00567,AST00486,07/10/2023,Modify,2,9.5,Completed,19.0
ORD00487,ACC00778,AST00487,29/12/2024,New Installation,1,38.0,Completed,38.0
ORD00488,ACC00776,AST00488,01/05/2024,Transfer,5,14.25,In Progress,71.25
ORD00489,ACC00210,AST00489,27/12/2023,Transfer,5,162.0,Open,810.0
ORD00490,ACC00225,AST00490,29/07/2025,New Installation,3,18.5,Completed,55.5
ORD00491,ACC00633,AST00491,04/11/2024,Transfer,1,47.5,Completed,47.5
ORD00492,ACC00335,AST00492,11/01/2026,New Installation,3,45.0,In Progress,135.0
ORD00493,ACC00930,AST00493,25/12/2024,Modify,2,30.0,Completed,60.0
ORD00494,ACC00181,AST00494,24/09/2024,New Installation,5,165.0,Completed,825.0
ORD00495,ACC00066,AST00495,27/01/2026,New Installation,1,225.0,Completed,225.0
ORD00496,ACC00737,AST00496,23/05/2023,Upgrade,1,242.0,Open,242.0
ORD00497,ACC00708,AST00497,23/03/2024,New Installation,3,198.0,Completed,594.0
ORD00498,ACC00400,AST00498,19/01/2024,New Installation,5,14.0,Completed,70.0
ORD00499,ACC00260,AST00499,27/03/2024,Upgrade,1,40.5,Open,40.5
ORD00500,ACC00414,AST00500,24/09/2023,Modify,2,38.0,Completed,76.0
ORD00501,ACC00941,AST00501,12/03/2023,Modify,1,198.0,Open,198.0
ORD00502,ACC00794,AST00502,08/09/2023,New Installation,3,198.0,Completed,594.0
ORD00503,ACC00247,AST00503,28/07/2024,Transfer,1,16.65,In Progress,16.65
ORD00504,ACC00370,AST00504,17/10/2024,Upgrade,1,187.5,Completed,187.5
ORD00505,ACC00175,AST00505,04/05/2025,Upgrade,1,225.0,Completed,225.0
ORD00506,ACC00803,AST00506,01/06/2023,Cease,10,135.0,Completed,1350.0
ORD00507,ACC00048,AST00507,27/02/2025,Upgrade,3,150.0,Completed,450.0
ORD00508,ACC00649,AST00508,30/01/2025,New Installation,3,198.0,Completed,594.0
ORD00509,ACC00116,AST00509,22/01/2025,Cease,1,11.88,Completed,11.88
ORD00510,ACC00442,AST00510,10/05/2024,Upgrade,2,28.8,Completed,57.6
ORD00511,ACC00690,AST00511,12/07/2023,Transfer,1,35.2,Completed,35.2
ORD00512,ACC00363,AST00512,09/03/2024,Cease,2,17.5,Completed,35.0
ORD00513,ACC00777,AST00513,01/08/2025,Modify,1,21.6,Completed,21.6
ORD00514,ACC00866,AST00514,29/01/2024,Upgrade,1,24.0,Open,24.0
ORD00515,ACC00248,AST00515,21/11/2024,New Installation,2,18.5,Completed,37.0
ORD00516,ACC00524,AST00516,06/09/2024,Cease,2,34.2,Completed,68.4
ORD00517,ACC00685,AST00517,02/09/2024,Transfer,1,26.4,In Progress,26.4
ORD00518,ACC00657,AST00518,06/10/2025,Cease,10,9.5,Completed,95.0
ORD00519,ACC00853,AST00519,13/08/2024,Cease,2,18.5,Open,37.0
ORD00520,ACC00569,AST00520,25/09/2025,New Installation,5,150.0,Completed,750.0
ORD00521,ACC00897,AST00521,11/11/2024,Upgrade,10,57.0,Completed,570.0
ORD00522,ACC00804,AST00522,15/07/2024,Transfer,5,270.0,Completed,1350.0
ORD00523,ACC00992,AST00523,01/05/2024,Upgrade,1,220.0,Open,220.0
ORD00524,ACC00597,AST00524,02/11/2025,Modify,2,21.6,In Progress,43.2
ORD00525,ACC00346,AST00525,07/01/2026,New Installation,1,330.0,Completed,330.0
ORD00526,ACC00976,AST00526,18/12/2024,New Installation,1,36.0,Completed,36.0
ORD00527,ACC00739,AST00527,17/10/2024,Cease,2,14.0,Completed,28.0
ORD00528,ACC00576,AST00528,19/03/2026,Upgrade,1,41.8,Completed,41.8
ORD00529,ACC00796,AST00529,06/06/2023,Modify,5,47.5,In Progress,237.5
ORD00530,ACC00105,AST00530,20/12/2024,Transfer,1,18.5,Completed,18.5
ORD00531,ACC00504,AST00531,15/08/2024,Modify,3,40.0,Completed,120.0
ORD00532,ACC00477,AST00532,09/06/2025,Transfer,1,8.55,Completed,8.55
ORD00533,ACC00329,AST00533,16/04/2023,Transfer,3,40.0,Completed,120.0
ORD00534,ACC00775,AST00534,11/08/2024,Transfer,1,18.5,In Progress,18.5
ORD00535,ACC00823,AST00535,23/01/2026,Transfer,10,26.4,Open,264.0
ORD00536,ACC00003,AST00536,05/09/2025,New Installation,2,23.12,In Progress,46.24
ORD00537,ACC00334,AST00537,19/09/2024,Upgrade,10,40.5,Completed,405.0
ORD00538,ACC00040,AST00538,16/06/2024,Modify,2,30.0,Completed,60.0
ORD00539,ACC00701,AST00539,21/05/2023,Modify,1,35.2,Completed,35.2
ORD00540,ACC00424,AST00540,23/07/2025,Modify,2,40.5,Completed,81.0
ORD00541,ACC00619,AST00541,17/06/2024,Modify,3,8.55,Completed,25.65
ORD00542,ACC00596,AST00542,07/01/2023,New Installation,1,198.0,Completed,198.0
ORD00543,ACC00408,AST00543,25/10/2024,Cease,2,40.0,Completed,80.0
ORD00544,ACC00080,AST00544,09/08/2024,New Installation,1,49.5,Completed,49.5
ORD00545,ACC00653,AST00545,04/03/2026,New Installation,1,12.6,Completed,12.6
ORD00546,ACC00140,AST00546,22/01/2024,Transfer,5,49.5,Completed,247.5
ORD00547,ACC00100,AST00547,27/11/2023,Upgrade,1,8.55,Completed,8.55
ORD00548,ACC00064,AST00548,11/01/2026,Modify,5,48.0,Completed,240.0
ORD00549,ACC00928,AST00549,28/08/2023,New Installation,10,17.5,Completed,175.0
ORD00550,ACC00893,AST00550,05/01/2024,Modify,3,330.0,Completed,990.0
ORD00551,ACC00950,AST00551,20/01/2026,Modify,5,17.5,In Progress,87.5
ORD00552,ACC00371,AST00552,27/03/2025,Cease,5,9.5,Completed,47.5
ORD00553,ACC00308,AST00553,02/07/2025,New Installation,5,242.0,Completed,1210.0
ORD00554,ACC00781,AST00554,01/06/2023,New Installation,10,8.55,Completed,85.5
ORD00555,ACC00529,AST00555,28/04/2025,New Installation,2,27.75,Completed,55.5
ORD00556,ACC00331,AST00556,02/12/2025,Upgrade,10,14.0,Completed,140.0
ORD00557,ACC00660,AST00557,16/04/2024,Cease,10,36.0,Completed,360.0
ORD00558,ACC00402,AST00558,14/04/2026,Modify,1,21.6,Open,21.6
ORD00559,ACC00475,AST00559,10/11/2024,Cease,1,187.5,Open,187.5
ORD00560,ACC00449,AST00560,09/04/2025,Cease,10,40.0,Completed,400.0
ORD00561,ACC00610,AST00561,27/02/2023,New Installation,1,225.0,Completed,225.0
ORD00562,ACC00075,AST00562,13/07/2023,Transfer,1,27.75,Completed,27.75
ORD00563,ACC00598,AST00563,23/06/2025,Transfer,1,225.0,Completed,225.0
ORD00564,ACC00516,AST00564,03/12/2024,Transfer,3,27.75,Open,83.25
ORD00565,ACC00877,AST00565,29/03/2023,Transfer,1,57.0,Open,57.0
ORD00566,ACC00027,AST00566,15/04/2023,Modify,1,220.0,In Progress,220.0
ORD00567,ACC00020,AST00567,26/06/2023,Modify,2,330.0,Open,660.0
ORD00568,ACC00509,AST00568,11/06/2023,New Installation,1,180.0,Completed,180.0
ORD00569,ACC00535,AST00569,29/05/2023,Modify,10,28.8,In Progress,288.0
ORD00570,ACC00188,AST00570,21/12/2024,Upgrade,1,165.0,Completed,165.0
ORD00571,ACC00868,AST00571,30/08/2025,Upgrade,1,15.4,Completed,15.4
ORD00572,ACC00855,AST00572,05/12/2024,Cease,1,198.0,Open,198.0
ORD00573,ACC00873,AST00573,27/01/2024,Upgrade,3,36.0,Completed,108.0
ORD00574,ACC00479,AST00574,22/09/2023,Upgrade,2,270.0,Completed,540.0
ORD00575,ACC00914,AST00575,13/11/2024,Cease,3,23.12,Completed,69.36
ORD00576,ACC00479,AST00576,25/11/2023,Upgrade,10,10.45,Open,104.5
ORD00577,ACC00719,AST00577,13/04/2023,Cease,1,150.0,Completed,150.0
ORD00578,ACC00879,AST00578,02/12/2024,Transfer,2,10.45,Completed,20.9
ORD00579,ACC00390,AST00579,01/01/2026,New Installation,1,225.0,Completed,225.0
ORD00580,ACC00850,AST00580,18/07/2024,Cease,1,16.65,In Progress,16.65
ORD00581,ACC00958,AST00581,12/02/2026,Upgrade,1,40.0,Completed,40.0
ORD00582,ACC00952,AST00582,29/05/2024,Transfer,10,23.12,Completed,231.2
ORD00583,ACC00579,AST00583,17/05/2024,Upgrade,10,23.12,In Progress,231.2
ORD00584,ACC00903,AST00584,24/03/2024,Transfer,5,34.2,Completed,171.0
ORD00585,ACC00282,AST00585,07/05/2025,Modify,10,56.25,Open,562.5
ORD00586,ACC00506,AST00586,12/03/2023,New Installation,1,270.0,Completed,270.0
ORD00587,ACC00266,AST00587,14/08/2024,Modify,2,28.8,Completed,57.6
ORD00588,ACC00977,AST00588,06/02/2024,Modify,10,27.75,Completed,277.5
ORD00589,ACC00247,AST00589,15/01/2026,Upgrade,3,24.0,Completed,72.0
ORD00590,ACC00342,AST00590,10/10/2025,Modify,2,36.0,Completed,72.0
ORD00591,ACC00075,AST00591,21/02/2024,Cease,5,220.0,Completed,1100.0
ORD00592,ACC00824,AST00592,20/11/2025,Cease,5,135.0,Completed,675.0
ORD00593,ACC00306,AST00593,01/02/2025,New Installation,3,23.12,Completed,69.36
ORD00594,ACC00727,AST00594,11/08/2023,Modify,3,56.25,In Progress,168.75
ORD00595,ACC00510,AST00595,04/05/2025,New Installation,1,23.12,Completed,23.12
ORD00596,ACC00408,AST00596,12/06/2025,Modify,5,30.0,Completed,150.0
ORD00597,ACC00693,AST00597,09/04/2025,Modify,5,11.88,Completed,59.4
ORD00598,ACC00466,AST00598,21/04/2024,Upgrade,1,14.25,Completed,14.25
ORD00599,ACC00571,AST00599,27/07/2025,New Installation,1,38.0,Completed,38.0
ORD00600,ACC00403,AST00600,13/07/2023,Upgrade,5,28.8,Completed,144.0
ORD00601,ACC00923,AST00601,02/01/2023,Upgrade,3,17.5,Completed,52.5
ORD00602,ACC00434,AST00602,23/05/2024,Cease,1,9.5,Completed,9.5
ORD00603,ACC00431,AST00603,07/02/2026,Upgrade,1,180.0,Open,180.0
ORD00604,ACC00728,AST00604,19/02/2026,Cease,1,34.2,Completed,34.2
ORD00605,ACC00396,AST00605,30/09/2023,Upgrade,2,57.0,Completed,114.0
ORD00606,ACC00351,AST00606,02/03/2023,Cease,3,275.0,Completed,825.0
ORD00607,ACC00543,AST00607,09/03/2025,Cease,2,198.0,Completed,396.0
ORD00608,ACC00868,AST00608,06/10/2024,Upgrade,3,23.12,In Progress,69.36
ORD00609,ACC00571,AST00609,18/03/2025,Cease,3,165.0,Completed,495.0
ORD00610,ACC00954,AST00610,18/01/2024,Cease,1,24.0,In Progress,24.0
ORD00611,ACC00446,AST00611,26/03/2024,New Installation,3,49.5,Completed,148.5
ORD00612,ACC00298,AST00612,01/08/2025,Modify,1,14.25,Completed,14.25
ORD00613,ACC00588,AST00613,07/05/2023,Modify,3,9.5,In Progress,28.5
ORD00614,ACC00096,AST00614,11/09/2025,Cease,1,330.0,Completed,330.0
ORD00615,ACC00575,AST00615,07/03/2025,Modify,5,180.0,Completed,900.0
ORD00616,ACC00077,AST00616,13/09/2023,Upgrade,3,187.5,Completed,562.5
ORD00617,ACC00043,AST00617,26/11/2024,New Installation,3,56.25,Completed,168.75
ORD00618,ACC00303,AST00618,05/04/2024,Transfer,1,40.5,Completed,40.5
ORD00619,ACC00716,AST00619,01/12/2025,Cease,5,165.0,Completed,825.0
ORD00620,ACC00822,AST00620,02/01/2023,Upgrade,3,9.5,Open,28.5
ORD00621,ACC00384,AST00621,11/03/2025,Upgrade,5,17.5,Completed,87.5
ORD00622,ACC00011,AST00622,23/03/2026,Transfer,10,28.8,Completed,288.0
ORD00623,ACC00874,AST00623,08/01/2026,Transfer,3,34.2,Completed,102.6
ORD00624,ACC00902,AST00624,01/07/2025,Transfer,3,57.0,In Progress,171.0
ORD00625,ACC00338,AST00625,12/11/2023,Modify,1,34.2,Completed,34.2
ORD00626,ACC00602,AST00626,28/07/2025,Transfer,5,180.0,Completed,900.0
ORD00627,ACC00341,AST00627,11/05/2024,New Installation,1,28.8,Completed,28.8
ORD00628,ACC00733,AST00628,06/10/2023,Cease,3,45.0,Completed,135.0
ORD00629,ACC00960,AST00629,25/04/2025,Modify,1,34.2,Completed,34.2
ORD00630,ACC00726,AST00630,23/04/2023,Upgrade,10,242.0,Completed,2420.0
ORD00631,ACC00955,AST00631,27/12/2024,Cease,2,14.25,Completed,28.5
ORD00632,ACC00470,AST00632,10/12/2025,Transfer,5,11.88,Completed,59.4
ORD00633,ACC00059,AST00633,20/05/2024,Upgrade,10,162.0,Completed,1620.0
ORD00634,ACC00682,AST00634,24/02/2026,Transfer,1,330.0,Completed,330.0
ORD00635,ACC00116,AST00635,29/12/2023,Upgrade,1,242.0,Open,242.0
ORD00636,ACC00152,AST00636,25/03/2024,Modify,1,18.5,Completed,18.5
ORD00637,ACC00532,AST00637,02/02/2026,Upgrade,2,18.5,Completed,37.0
ORD00638,ACC00665,AST00638,21/07/2024,New Installation,1,18.5,Open,18.5
ORD00639,ACC00823,AST00639,06/08/2023,Transfer,1,40.5,Completed,40.5
ORD00640,ACC00036,AST00640,13/07/2023,Transfer,10,47.5,Completed,475.0
ORD00641,ACC00636,AST00641,12/08/2023,New Installation,1,11.88,Completed,11.88
ORD00642,ACC00244,AST00642,30/07/2024,Modify,1,330.0,Completed,330.0
ORD00643,ACC00696,AST00643,25/03/2023,New Installation,1,9.5,Open,9.5
ORD00644,ACC00041,AST00644,19/10/2024,Upgrade,2,162.0,Completed,324.0
ORD00645,ACC00999,AST00645,23/06/2024,Upgrade,10,11.88,Completed,118.8
ORD00646,ACC00055,AST00646,10/06/2024,Modify,1,23.12,Completed,23.12
ORD00647,ACC00400,AST00647,01/10/2025,Upgrade,1,225.0,Completed,225.0
ORD00648,ACC00766,AST00648,17/03/2025,Upgrade,2,10.45,Completed,20.9
ORD00649,ACC00690,AST00649,24/03/2024,Upgrade,1,330.0,Completed,330.0
ORD00650,ACC00404,AST00650,02/12/2024,Cease,2,270.0,Completed,540.0
