billing_product_id,billing_account_id,asset_id,order_id,product_name,charge_type,charge_amount,last_billed_date,next_billing_date,status
BP00506,BACC00761,AST00553,ORD00553,Ethernet Circuit,Annual,275.0,20/05/2026,18/08/2026,Active
BP00507,BACC00010,AST01232,ORD01232,Ethernet Circuit,Monthly,198.0,20/05/2026,19/06/2026,Active
BP00508,BACC00236,AST01370,ORD01370,PSTN Line,Monthly,18.5,20/05/2026,20/06/2026,Active
BP00509,BACC00148,AST00399,ORD00399,Mobile Voice,Quarterly,30.0,20/05/2026,20/06/2026,Active
BP00510,BACC00168,AST01545,ORD01545,SD-WAN,Quarterly,300.0,20/05/2026,20/06/2026,Active
BP00511,BACC00284,AST01774,ORD01774,Cloud Voice,Monthly,10.45,20/05/2026,19/06/2026,Inactive
BP00512,BACC00302,AST00643,ORD00643,Cloud Voice,Quarterly,8.55,20/05/2026,20/06/2026,Active
BP00513,BACC00733,AST00585,ORD00585,FTTP Broadband,Quarterly,45.0,20/05/2026,20/06/2026,Active
BP00514,BACC00239,AST01968,ORD01968,SIP Trunk,Quarterly,21.0,20/05/2026,20/06/2026,Active
BP00515,BACC00198,AST01410,ORD01410,Ethernet Circuit,Annual,440.0,20/05/2026,18/08/2026,Active
BP00516,BACC00461,AST01088,ORD01088,MPLS Circuit,Quarterly,270.0,20/05/2026,18/08/2026,Active
BP00517,BACC00420,AST01666,ORD01666,PSTN Line,Annual,20.35,20/05/2026,18/08/2026,Active
BP00518,BACC00278,AST01215,ORD01215,PSTN Line,Quarterly,18.5,20/05/2026,18/08/2026,Active
BP00519,BACC00002,AST01458,ORD01458,Cloud Voice,Annual,10.45,20/05/2026,19/06/2026,Ceased
BP00520,BACC00247,AST00747,ORD00747,PSTN Line,Quarterly,18.5,20/05/2026,19/06/2026,Active
BP00521,BACC00743,AST00706,ORD00706,Mobile Voice,Quarterly,26.4,20/05/2026,19/06/2026,Active
BP00522,BACC00716,AST01971,ORD01971,SD-WAN,Monthly,300.0,20/05/2026,20/06/2026,Active
BP00523,BACC00018,AST00131,ORD00131,Cloud Voice,Quarterly,11.88,20/05/2026,18/08/2026,Active
BP00524,BACC00265,AST01065,ORD01065,PSTN Line,Monthly,16.65,20/05/2026,19/06/2026,Active
BP00525,BACC00409,AST01806,ORD01806,Ethernet Circuit,Quarterly,198.0,20/05/2026,18/08/2026,Active
BP00526,BACC00025,AST01808,ORD01808,Mobile Voice,Monthly,48.0,20/05/2026,19/06/2026,Active
BP00527,BACC00537,AST00679,ORD00679,Mobile Voice,Annual,26.4,20/05/2026,20/06/2026,Active
BP00528,BACC00561,AST01532,ORD01532,SD-WAN,Monthly,150.0,20/05/2026,18/08/2026,Active
BP00529,BACC00423,AST01795,ORD01795,Broadband,Monthly,48.0,20/05/2026,18/08/2026,Active
BP00530,BACC00955,AST01887,ORD01887,PSTN Line,Quarterly,18.5,20/05/2026,18/08/2026,Active
BP00531,BACC00048,AST01514,ORD01514,MPLS Circuit,Annual,180.0,20/05/2026,18/08/2026,Ceased
BP00532,BACC00287,AST00791,ORD00791,Mobile Voice,Annual,30.0,20/05/2026,18/08/2026,Inactive
BP00533,BACC00134,AST00645,ORD00645,Cloud Voice,Monthly,10.45,20/05/2026,18/08/2026,Active
BP00534,BACC00005,AST00783,ORD00783,FTTP Broadband,Annual,40.5,20/05/2026,20/06/2026,Active
BP00535,BACC00918,AST01106,ORD01106,Ethernet Circuit,Quarterly,220.0,20/05/2026,20/06/2026,Active
BP00536,BACC00021,AST01314,ORD01314,SIP Trunk,Annual,14.0,20/05/2026,20/06/2026,Active
BP00537,BACC00246,AST00805,ORD00805,Cloud Voice,Annual,19.0,20/05/2026,19/06/2026,Active
BP00538,BACC00486,AST00238,ORD00238,Mobile Voice,Quarterly,36.0,20/05/2026,19/06/2026,Active
BP00539,BACC00231,AST00350,ORD00350,MPLS Circuit,Quarterly,198.0,20/05/2026,18/08/2026,Active
BP00540,BACC00337,AST01529,ORD01529,MPLS Circuit,Monthly,360.0,20/05/2026,20/06/2026,Active
BP00541,BACC00894,AST01151,ORD01151,Ethernet Circuit,Quarterly,198.0,20/05/2026,19/06/2026,Active
BP00542,BACC00003,AST01177,ORD01177,Cloud Voice,Annual,8.55,20/05/2026,19/06/2026,Ceased
BP00543,BACC00029,AST00982,ORD00982,PSTN Line,Monthly,37.0,20/05/2026,20/06/2026,Ceased
BP00544,BACC00362,AST00746,ORD00746,FTTC Broadband,Monthly,41.8,20/05/2026,18/08/2026,Active
BP00545,BACC00716,AST00138,ORD00138,PSTN Line,Quarterly,20.35,20/05/2026,19/06/2026,Ceased
BP00546,BACC00292,AST00346,ORD00346,Mobile Voice,Monthly,36.0,20/05/2026,19/06/2026,Active
BP00547,BACC00863,AST00319,ORD00319,SIP Trunk,Monthly,15.4,20/05/2026,18/08/2026,Inactive
BP00548,BACC00773,AST00918,ORD00918,FTTP Broadband,Quarterly,56.25,20/05/2026,19/06/2026,Active
BP00549,BACC00596,AST01115,ORD01115,PSTN Line,Quarterly,20.35,20/05/2026,20/06/2026,Active
BP00550,BACC00434,AST01031,ORD01031,FTTP Broadband,Monthly,49.5,20/05/2026,18/08/2026,Ceased
BP00551,BACC00899,AST01639,ORD01639,Ethernet Circuit,Annual,198.0,20/05/2026,18/08/2026,Inactive
BP00552,BACC00243,AST00641,ORD00641,Cloud Voice,Annual,14.25,20/05/2026,19/06/2026,Active
BP00553,BACC00725,AST00987,ORD00987,PSTN Line,Monthly,23.12,20/05/2026,18/08/2026,Active
BP00554,BACC00128,AST00997,ORD00997,Cloud Voice,Annual,19.0,20/05/2026,19/06/2026,Ceased
BP00555,BACC00237,AST01112,ORD01112,MPLS Circuit,Annual,270.0,20/05/2026,19/06/2026,Inactive
BP00556,BACC00496,AST01592,ORD01592,Ethernet Circuit,Annual,330.0,20/05/2026,20/06/2026,Active
BP00557,BACC00927,AST00591,ORD00591,Ethernet Circuit,Monthly,242.0,20/05/2026,20/06/2026,Active
BP00558,BACC00828,AST01405,ORD01405,Broadband,Monthly,48.0,20/05/2026,19/06/2026,Active
BP00559,BACC00648,AST00087,ORD00087,Cloud Voice,Monthly,9.5,20/05/2026,18/08/2026,Active
BP00560,BACC00181,AST00341,ORD00341,SIP Trunk,Quarterly,28.0,20/05/2026,18/08/2026,Active
BP00561,BACC00860,AST00463,ORD00463,SIP Trunk,Monthly,14.0,20/05/2026,18/08/2026,Active
BP00562,BACC00072,AST00737,ORD00737,Mobile Voice,Quarterly,48.0,20/05/2026,19/06/2026,Active
BP00563,BACC00493,AST00164,ORD00164,Broadband,Monthly,28.8,20/05/2026,19/06/2026,Active
BP00564,BACC00971,AST00750,ORD00750,Mobile Voice,Quarterly,21.6,20/05/2026,19/06/2026,Active
BP00565,BACC00634,AST01811,ORD01811,PSTN Line,Annual,20.35,20/05/2026,18/08/2026,Active
BP00566,BACC00869,AST00791,ORD00791,Mobile Voice,Quarterly,48.0,20/05/2026,19/06/2026,Active
BP00567,BACC00936,AST01711,ORD01711,Ethernet Circuit,Monthly,440.0,20/05/2026,18/08/2026,Ceased
BP00568,BACC00297,AST01376,ORD01376,PSTN Line,Monthly,16.65,20/05/2026,20/06/2026,Ceased
BP00569,BACC00460,AST01129,ORD01129,FTTP Broadband,Monthly,49.5,20/05/2026,18/08/2026,Active
BP00570,BACC00782,AST00297,ORD00297,Ethernet Circuit,Monthly,198.0,20/05/2026,19/06/2026,Active
BP00571,BACC00337,AST01231,ORD01231,SD-WAN,Quarterly,150.0,20/05/2026,20/06/2026,Active
BP00572,BACC00875,AST01880,ORD01880,FTTC Broadband,Annual,57.0,20/05/2026,20/06/2026,Active
BP00573,BACC00694,AST01829,ORD01829,Ethernet Circuit,Annual,220.0,20/05/2026,18/08/2026,Active
BP00574,BACC00678,AST01180,ORD01180,FTTC Broadband,Monthly,41.8,20/05/2026,19/06/2026,Active
BP00575,BACC00574,AST01020,ORD01020,SIP Trunk,Quarterly,14.0,20/05/2026,19/06/2026,Active
BP00576,BACC00795,AST00296,ORD00296,Cloud Voice,Annual,19.0,20/05/2026,19/06/2026,Active
BP00577,BACC00035,AST01547,ORD01547,Cloud Voice,Quarterly,8.55,20/05/2026,19/06/2026,Active
BP00578,BACC00547,AST01276,ORD01276,Mobile Voice,Annual,30.0,20/05/2026,19/06/2026,Active
BP00579,BACC00763,AST00016,ORD00016,SIP Trunk,Monthly,12.6,20/05/2026,20/06/2026,Active
BP00580,BACC00387,AST01053,ORD01053,MPLS Circuit,Monthly,198.0,20/05/2026,18/08/2026,Active
BP00581,BACC00181,AST00341,ORD00341,SIP Trunk,Annual,14.0,20/05/2026,19/06/2026,Active
BP00582,BACC00774,AST01142,ORD01142,Broadband,Quarterly,48.0,20/05/2026,18/08/2026,Active
BP00583,BACC00908,AST01157,ORD01157,Cloud Voice,Monthly,10.45,20/05/2026,18/08/2026,Active
BP00584,BACC00770,AST01932,ORD01932,PSTN Line,Monthly,23.12,20/05/2026,18/08/2026,Active
BP00585,BACC00874,AST01343,ORD01343,Broadband,Monthly,32.0,20/05/2026,20/06/2026,Active
BP00586,BACC00933,AST00050,ORD00050,Mobile Voice,Annual,36.0,20/05/2026,18/08/2026,Active
BP00587,BACC00465,AST01063,ORD01063,SD-WAN,Quarterly,135.0,20/05/2026,19/06/2026,Active
BP00588,BACC00288,AST01877,ORD01877,SIP Trunk,Quarterly,21.0,20/05/2026,19/06/2026,Active
BP00589,BACC00151,AST00230,ORD00230,FTTC Broadband,Annual,57.0,20/05/2026,19/06/2026,Active
BP00590,BACC00411,AST00206,ORD00206,SD-WAN,Quarterly,135.0,20/05/2026,18/08/2026,Active
BP00591,BACC00075,AST01193,ORD01193,Ethernet Circuit,Quarterly,220.0,20/05/2026,20/06/2026,Active
BP00592,BACC00641,AST00206,ORD00206,SD-WAN,Annual,135.0,20/05/2026,19/06/2026,Active
BP00593,BACC00806,AST00853,ORD00853,PSTN Line,Monthly,16.65,20/05/2026,19/06/2026,Active
BP00594,BACC00474,AST00168,ORD00168,Mobile Voice,Monthly,36.0,20/05/2026,20/06/2026,Active
BP00595,BACC00483,AST01354,ORD01354,Mobile Voice,Quarterly,36.0,20/05/2026,18/08/2026,Active
BP00596,BACC00267,AST00304,ORD00304,SD-WAN,Annual,225.0,20/05/2026,18/08/2026,Inactive
BP00597,BACC00134,AST00563,ORD00563,SD-WAN,Monthly,187.5,20/05/2026,18/08/2026,Inactive
BP00598,BACC00645,AST01129,ORD01129,FTTP Broadband,Annual,56.25,20/05/2026,20/06/2026,Active
BP00599,BACC00231,AST00350,ORD00350,MPLS Circuit,Quarterly,162.0,20/05/2026,19/06/2026,Active
BP00600,BACC00709,AST01299,ORD01299,Ethernet Circuit,Monthly,440.0,20/05/2026,18/08/2026,Ceased
BP00601,BACC00473,AST00556,ORD00556,SIP Trunk,Monthly,28.0,20/05/2026,18/08/2026,Active
BP00602,BACC00079,AST01437,ORD01437,PSTN Line,Quarterly,18.5,20/05/2026,19/06/2026,Active
BP00603,BACC00640,AST00372,ORD00372,Cloud Voice,Annual,8.55,20/05/2026,18/08/2026,Ceased
BP00604,BACC00582,AST01193,ORD01193,SD-WAN,Quarterly,300.0,20/05/2026,18/08/2026,Active
BP00605,BACC00405,AST00477,ORD00477,PSTN Line,Quarterly,20.35,20/05/2026,20/06/2026,Ceased
BP00606,BACC00753,AST01901,ORD01901,Mobile Voice,Quarterly,21.6,20/05/2026,20/06/2026,Active
BP00607,BACC00512,AST00283,ORD00283,Broadband,Quarterly,32.0,20/05/2026,19/06/2026,Active
BP00608,BACC00728,AST00834,ORD00834,Mobile Voice,Monthly,26.4,20/05/2026,19/06/2026,Active
BP00609,BACC00598,AST00290,ORD00290,PSTN Line,Annual,18.5,20/05/2026,19/06/2026,Active
BP00610,BACC00548,AST00019,ORD00019,MPLS Circuit,Monthly,180.0,20/05/2026,19/06/2026,Active
BP00611,BACC00253,AST00318,ORD00318,FTTC Broadband,Annual,57.0,20/05/2026,18/08/2026,Active
BP00612,BACC00965,AST00653,ORD00653,Mobile Voice,Monthly,24.0,20/05/2026,19/06/2026,Active
BP00613,BACC00386,AST00232,ORD00232,Mobile Voice,Quarterly,21.6,20/05/2026,19/06/2026,Active
BP00614,BACC00926,AST00630,ORD00630,Ethernet Circuit,Quarterly,275.0,20/05/2026,18/08/2026,Active
BP00615,BACC00752,AST01785,ORD01785,FTTP Broadband,Annual,45.0,20/05/2026,18/08/2026,Active
BP00616,BACC00005,AST00783,ORD00783,SD-WAN,Annual,300.0,20/05/2026,19/06/2026,Active
BP00617,BACC00911,AST00400,ORD00400,MPLS Circuit,Annual,225.0,20/05/2026,20/06/2026,Active
BP00618,BACC00117,AST01368,ORD01368,Cloud Voice,Quarterly,19.0,20/05/2026,18/08/2026,Active
BP00619,BACC00788,AST01259,ORD01259,MPLS Circuit,Annual,270.0,20/05/2026,19/06/2026,Active
BP00620,BACC00353,AST01853,ORD01853,PSTN Line,Monthly,18.5,20/05/2026,18/08/2026,Active
BP00621,BACC00404,AST00175,ORD00175,SIP Trunk,Annual,28.0,20/05/2026,20/06/2026,Active
BP00622,BACC00871,AST00654,ORD00654,Mobile Voice,Quarterly,24.0,20/05/2026,20/06/2026,Inactive
BP00623,BACC00633,AST01666,ORD01666,PSTN Line,Monthly,16.65,20/05/2026,19/06/2026,Active
BP00624,BACC00827,AST00348,ORD00348,Broadband,Quarterly,64.0,20/05/2026,20/06/2026,Inactive
BP00625,BACC00113,AST00279,ORD00279,FTTC Broadband,Monthly,34.2,20/05/2026,20/06/2026,Active
BP00626,BACC00431,AST01646,ORD01646,FTTC Broadband,Quarterly,34.2,20/05/2026,19/06/2026,Active
BP00627,BACC00136,AST01197,ORD01197,Mobile Voice,Quarterly,21.6,20/05/2026,20/06/2026,Active
BP00628,BACC00329,AST00609,ORD00609,SD-WAN,Quarterly,165.0,20/05/2026,19/06/2026,Active
BP00629,BACC00451,AST01185,ORD01185,FTTC Broadband,Quarterly,47.5,20/05/2026,19/06/2026,Active
BP00630,BACC00805,AST01239,ORD01239,MPLS Circuit,Annual,180.0,20/05/2026,20/06/2026,Active
BP00631,BACC00916,AST01692,ORD01692,Ethernet Circuit,Quarterly,220.0,20/05/2026,19/06/2026,Active
BP00632,BACC00301,AST00926,ORD00926,SIP Trunk,Annual,17.5,20/05/2026,18/08/2026,Active
BP00633,BACC00895,AST00082,ORD00082,Mobile Voice,Monthly,48.0,20/05/2026,20/06/2026,Active
BP00634,BACC00079,AST01003,ORD01003,PSTN Line,Quarterly,27.75,20/05/2026,20/06/2026,Active
BP00635,BACC00577,AST01747,ORD01747,PSTN Line,Quarterly,27.75,20/05/2026,20/06/2026,Active
BP00636,BACC00952,AST01529,ORD01529,MPLS Circuit,Quarterly,180.0,20/05/2026,18/08/2026,Ceased
BP00637,BACC00628,AST01945,ORD01945,Broadband,Annual,64.0,20/05/2026,19/06/2026,Active
BP00638,BACC00544,AST00820,ORD00820,FTTC Broadband,Monthly,57.0,20/05/2026,18/08/2026,Active
BP00639,BACC00732,AST00033,ORD00033,FTTC Broadband,Quarterly,76.0,20/05/2026,19/06/2026,Active
BP00640,BACC00724,AST00526,ORD00526,Mobile Voice,Quarterly,36.0,20/05/2026,18/08/2026,Ceased
BP00641,BACC00712,AST00254,ORD00254,FTTP Broadband,Quarterly,67.5,20/05/2026,20/06/2026,Active
BP00642,BACC00244,AST00337,ORD00337,Broadband,Quarterly,64.0,20/05/2026,18/08/2026,Active
BP00643,BACC00752,AST00162,ORD00162,Cloud Voice,Monthly,19.0,20/05/2026,18/08/2026,Active
BP00644,BACC00512,AST01522,ORD01522,SD-WAN,Monthly,165.0,20/05/2026,20/06/2026,Active
BP00645,BACC00074,AST01205,ORD01205,PSTN Line,Monthly,37.0,20/05/2026,19/06/2026,Active
BP00646,BACC00331,AST01684,ORD01684,FTTP Broadband,Annual,56.25,20/05/2026,19/06/2026,Active
BP00647,BACC00831,AST00422,ORD00422,Mobile Voice,Annual,48.0,20/05/2026,18/08/2026,Active
BP00648,BACC00635,AST00112,ORD00112,Cloud Voice,Monthly,8.55,20/05/2026,18/08/2026,Active
BP00649,BACC00601,AST00374,ORD00374,MPLS Circuit,Monthly,180.0,20/05/2026,18/08/2026,Active
BP00650,BACC00727,AST01142,ORD01142,Broadband,Monthly,35.2,20/05/2026,18/08/2026,Active
BP00651,BACC00486,AST00681,ORD00681,FTTC Broadband,Quarterly,76.0,20/05/2026,20/06/2026,Inactive
BP00652,BACC00497,AST01925,ORD01925,Mobile Voice,Quarterly,30.0,20/05/2026,20/06/2026,Active
BP00653,BACC00424,AST00100,ORD00100,MPLS Circuit,Quarterly,225.0,20/05/2026,18/08/2026,Active
BP00654,BACC00665,AST01302,ORD01302,MPLS Circuit,Quarterly,162.0,20/05/2026,18/08/2026,Active
BP00655,BACC00550,AST01086,ORD01086,PSTN Line,Annual,18.5,20/05/2026,18/08/2026,Active
BP00656,BACC00876,AST00080,ORD00080,MPLS Circuit,Annual,360.0,20/05/2026,18/08/2026,Active
BP00657,BACC00768,AST00006,ORD00006,MPLS Circuit,Annual,225.0,20/05/2026,19/06/2026,Active
BP00658,BACC00685,AST00410,ORD00410,Cloud Voice,Quarterly,14.25,20/05/2026,19/06/2026,Active
BP00659,BACC01000,AST01161,ORD01161,Cloud Voice,Annual,10.45,20/05/2026,18/08/2026,Ceased
BP00660,BACC00878,AST00865,ORD00865,FTTP Broadband,Quarterly,90.0,20/05/2026,19/06/2026,Active
BP00661,BACC00477,AST01619,ORD01619,Cloud Voice,Annual,11.88,20/05/2026,20/06/2026,Ceased
BP00662,BACC00193,AST00672,ORD00672,FTTC Broadband,Annual,34.2,20/05/2026,18/08/2026,Active
BP00663,BACC00347,AST01837,ORD01837,Mobile Voice,Annual,24.0,20/05/2026,19/06/2026,Active
BP00664,BACC00483,AST01082,ORD01082,FTTC Broadband,Monthly,76.0,20/05/2026,18/08/2026,Active
BP00665,BACC00320,AST01749,ORD01749,Cloud Voice,Monthly,14.25,20/05/2026,19/06/2026,Active
BP00666,BACC00551,AST00465,ORD00465,PSTN Line,Quarterly,16.65,20/05/2026,18/08/2026,Active
BP00667,BACC00701,AST00622,ORD00622,Broadband,Monthly,35.2,20/05/2026,18/08/2026,Active
BP00668,BACC00896,AST01447,ORD01447,Cloud Voice,Monthly,8.55,20/05/2026,18/08/2026,Active
BP00669,BACC00190,AST00702,ORD00702,Cloud Voice,Monthly,9.5,20/05/2026,20/06/2026,Active
BP00670,BACC00693,AST00435,ORD00435,Broadband,Annual,28.8,20/05/2026,18/08/2026,Inactive
BP00671,BACC00162,AST00576,ORD00576,Cloud Voice,Monthly,14.25,20/05/2026,19/06/2026,Active
BP00672,BACC00708,AST00931,ORD00931,SIP Trunk,Quarterly,12.6,20/05/2026,19/06/2026,Active
BP00673,BACC00030,AST00681,ORD00681,FTTC Broadband,Quarterly,57.0,20/05/2026,20/06/2026,Active
BP00674,BACC00870,AST01108,ORD01108,FTTP Broadband,Annual,45.0,20/05/2026,19/06/2026,Inactive
BP00675,BACC00435,AST00741,ORD00741,Ethernet Circuit,Monthly,242.0,20/05/2026,18/08/2026,Active
BP00676,BACC00221,AST01182,ORD01182,Broadband,Annual,35.2,20/05/2026,18/08/2026,Active
BP00677,BACC00614,AST01951,ORD01951,Mobile Voice,Annual,36.0,20/05/2026,19/06/2026,Active
BP00678,BACC00792,AST01956,ORD01956,PSTN Line,Quarterly,27.75,20/05/2026,19/06/2026,Active
BP00679,BACC00646,AST01261,ORD01261,Ethernet Circuit,Quarterly,275.0,20/05/2026,19/06/2026,Active
BP00680,BACC00312,AST01669,ORD01669,Mobile Voice,Annual,48.0,20/05/2026,20/06/2026,Active
BP00681,BACC00325,AST01643,ORD01643,Mobile Voice,Annual,48.0,20/05/2026,20/06/2026,Active
BP00682,BACC00803,AST00028,ORD00028,Broadband,Quarterly,32.0,20/05/2026,20/06/2026,Active
BP00683,BACC00687,AST00996,ORD00996,Mobile Voice,Annual,48.0,20/05/2026,19/06/2026,Active
BP00684,BACC00112,AST00257,ORD00257,FTTP Broadband,Monthly,40.5,20/05/2026,20/06/2026,Active
BP00685,BACC00006,AST00843,ORD00843,MPLS Circuit,Annual,360.0,20/05/2026,20/06/2026,Ceased
BP00686,BACC00724,AST00645,ORD00645,Cloud Voice,Annual,8.55,20/05/2026,19/06/2026,Active
BP00687,BACC00092,AST01697,ORD01697,SD-WAN,Quarterly,187.5,20/05/2026,18/08/2026,Active
BP00688,BACC00776,AST01770,ORD01770,FTTP Broadband,Annual,67.5,20/05/2026,20/06/2026,Active
BP00689,BACC00773,AST01226,ORD01226,SIP Trunk,Monthly,15.4,20/05/2026,19/06/2026,Active
BP00690,BACC00024,AST00856,ORD00856,MPLS Circuit,Quarterly,270.0,20/05/2026,20/06/2026,Active
BP00691,BACC00155,AST01465,ORD01465,MPLS Circuit,Quarterly,225.0,20/05/2026,18/08/2026,Active
BP00692,BACC00258,AST00562,ORD00562,PSTN Line,Quarterly,16.65,20/05/2026,20/06/2026,Active
BP00693,BACC00217,AST01128,ORD01128,Cloud Voice,Monthly,11.88,20/05/2026,18/08/2026,Ceased
BP00694,BACC00651,AST00252,ORD00252,Cloud Voice,Monthly,9.5,20/05/2026,19/06/2026,Active
BP00695,BACC00110,AST01679,ORD01679,PSTN Line,Monthly,23.12,20/05/2026,18/08/2026,Active
BP00696,BACC00284,AST00623,ORD00623,FTTC Broadband,Monthly,76.0,20/05/2026,20/06/2026,Active
BP00697,BACC00629,AST00060,ORD00060,Cloud Voice,Monthly,9.5,20/05/2026,19/06/2026,Ceased
BP00698,BACC00499,AST01386,ORD01386,MPLS Circuit,Annual,162.0,20/05/2026,18/08/2026,Active
BP00699,BACC00395,AST01844,ORD01844,SIP Trunk,Annual,14.0,20/05/2026,20/06/2026,Active
BP00700,BACC00181,AST00341,ORD00341,SIP Trunk,Annual,15.4,20/05/2026,18/08/2026,Active
BP00701,BACC00138,AST00717,ORD00717,SIP Trunk,Annual,17.5,20/05/2026,19/06/2026,Active
BP00702,BACC00669,AST01627,ORD01627,SIP Trunk,Annual,28.0,20/05/2026,20/06/2026,Active
BP00703,BACC00353,AST00507,ORD00507,SD-WAN,Monthly,300.0,20/05/2026,20/06/2026,Active
BP00704,BACC00868,AST00977,ORD00977,PSTN Line,Quarterly,20.35,20/05/2026,19/06/2026,Active
BP00705,BACC00739,AST01560,ORD01560,PSTN Line,Annual,18.5,20/05/2026,20/06/2026,Active
BP00706,BACC00032,AST01869,ORD01869,Ethernet Circuit,Monthly,242.0,20/05/2026,19/06/2026,Active
BP00707,BACC00878,AST00887,ORD00887,FTTP Broadband,Quarterly,56.25,20/05/2026,20/06/2026,Active
BP00708,BACC00366,AST00768,ORD00768,Mobile Voice,Quarterly,36.0,20/05/2026,18/08/2026,Active
BP00709,BACC00538,AST00395,ORD00395,SD-WAN,Monthly,187.5,20/05/2026,20/06/2026,Active
BP00710,BACC00644,AST01455,ORD01455,Cloud Voice,Quarterly,14.25,20/05/2026,19/06/2026,Active
BP00711,BACC00669,AST01347,ORD01347,SIP Trunk,Annual,15.4,20/05/2026,20/06/2026,Active
BP00712,BACC00159,AST00620,ORD00620,Cloud Voice,Monthly,19.0,20/05/2026,18/08/2026,Active
BP00713,BACC00193,AST01453,ORD01453,Cloud Voice,Quarterly,8.55,20/05/2026,19/06/2026,Active
BP00714,BACC00168,AST01041,ORD01041,Broadband,Annual,64.0,20/05/2026,18/08/2026,Active
BP00715,BACC00148,AST00015,ORD00015,Cloud Voice,Monthly,19.0,20/05/2026,18/08/2026,Active
BP00716,BACC00496,AST01686,ORD01686,MPLS Circuit,Quarterly,225.0,20/05/2026,19/06/2026,Active
BP00717,BACC00264,AST01672,ORD01672,Broadband,Monthly,48.0,20/05/2026,20/06/2026,Active
BP00718,BACC00905,AST00935,ORD00935,MPLS Circuit,Annual,162.0,20/05/2026,18/08/2026,Active
BP00719,BACC00587,AST01483,ORD01483,FTTP Broadband,Monthly,49.5,20/05/2026,19/06/2026,Active
BP00720,BACC00834,AST00689,ORD00689,PSTN Line,Quarterly,20.35,20/05/2026,19/06/2026,Active
BP00721,BACC00019,AST01622,ORD01622,PSTN Line,Monthly,37.0,20/05/2026,20/06/2026,Active
BP00722,BACC00104,AST01352,ORD01352,MPLS Circuit,Monthly,225.0,20/05/2026,20/06/2026,Inactive
BP00723,BACC00324,AST01847,ORD01847,FTTC Broadband,Annual,34.2,20/05/2026,18/08/2026,Active
BP00724,BACC00852,AST00390,ORD00390,SD-WAN,Monthly,165.0,20/05/2026,18/08/2026,Active
BP00725,BACC00406,AST01810,ORD01810,FTTC Broadband,Monthly,57.0,20/05/2026,20/06/2026,Active
BP00726,BACC00084,AST00880,ORD00880,Ethernet Circuit,Monthly,198.0,20/05/2026,19/06/2026,Active
BP00727,BACC00346,AST01911,ORD01911,Cloud Voice,Monthly,19.0,20/05/2026,18/08/2026,Active
BP00728,BACC00554,AST01618,ORD01618,Cloud Voice,Annual,11.88,20/05/2026,20/06/2026,Active
BP00729,BACC00201,AST00767,ORD00767,Ethernet Circuit,Monthly,198.0,20/05/2026,20/06/2026,Active
BP00730,BACC00572,AST00947,ORD00947,Ethernet Circuit,Quarterly,440.0,20/05/2026,19/06/2026,Inactive
BP00731,BACC00879,AST01742,ORD01742,FTTC Broadband,Quarterly,34.2,20/05/2026,19/06/2026,Ceased
BP00732,BACC00780,AST00098,ORD00098,Cloud Voice,Quarterly,8.55,20/05/2026,19/06/2026,Active
BP00733,BACC00236,AST01986,ORD01986,Ethernet Circuit,Annual,220.0,20/05/2026,20/06/2026,Active
BP00734,BACC00745,AST00301,ORD00301,FTTC Broadband,Quarterly,34.2,20/05/2026,18/08/2026,Active
BP00735,BACC00373,AST00327,ORD00327,SIP Trunk,Annual,12.6,20/05/2026,18/08/2026,Active
BP00736,BACC00418,AST01987,ORD01987,Cloud Voice,Annual,19.0,20/05/2026,19/06/2026,Active
BP00737,BACC00179,AST00003,ORD00003,MPLS Circuit,Monthly,180.0,20/05/2026,19/06/2026,Active
BP00738,BACC00005,AST00265,ORD00265,FTTC Broadband,Quarterly,47.5,20/05/2026,19/06/2026,Active
BP00739,BACC00596,AST01503,ORD01503,MPLS Circuit,Quarterly,198.0,20/05/2026,18/08/2026,Active
BP00740,BACC00206,AST00735,ORD00735,FTTC Broadband,Annual,34.2,20/05/2026,20/06/2026,Active
BP00741,BACC00702,AST00592,ORD00592,SD-WAN,Monthly,225.0,20/05/2026,18/08/2026,Active
BP00742,BACC00968,AST00452,ORD00452,Ethernet Circuit,Quarterly,220.0,20/05/2026,20/06/2026,Ceased
BP00743,BACC00263,AST00869,ORD00869,FTTP Broadband,Annual,56.25,20/05/2026,20/06/2026,Active
BP00744,BACC00432,AST00730,ORD00730,Mobile Voice,Quarterly,48.0,20/05/2026,20/06/2026,Ceased
BP00745,BACC00851,AST01153,ORD01153,SIP Trunk,Annual,15.4,20/05/2026,18/08/2026,Active
BP00746,BACC00130,AST00444,ORD00444,Ethernet Circuit,Quarterly,275.0,20/05/2026,20/06/2026,Active
BP00747,BACC00596,AST00475,ORD00475,SIP Trunk,Monthly,15.4,20/05/2026,20/06/2026,Active
BP00748,BACC00240,AST00984,ORD00984,Broadband,Annual,48.0,20/05/2026,18/08/2026,Active
BP00749,BACC00729,AST00924,ORD00924,PSTN Line,Monthly,23.12,20/05/2026,20/06/2026,Inactive
BP00750,BACC00797,AST00507,ORD00507,SD-WAN,Monthly,300.0,20/05/2026,20/06/2026,Active
BP00751,BACC00867,AST00338,ORD00338,Broadband,Quarterly,32.0,20/05/2026,18/08/2026,Active
BP00752,BACC00853,AST01546,ORD01546,SD-WAN,Monthly,150.0,20/05/2026,20/06/2026,Active
